file,gain,exptime,offset,set_temp,ccd_temp,date_obs,rotator,focuspos,object,t,cell,minutes,flipped,temp_off,temp_flag,sky_mode_R,sky_mean_R,sky_med_R,sky_clip_R,sky_p999_R,sky_mode_G1,sky_mean_G1,sky_med_G1,sky_clip_G1,sky_p999_G1,sky_mode_G2,sky_mean_G2,sky_med_G2,sky_clip_G2,sky_p999_G2,sky_mode_B,sky_mean_B,sky_med_B,sky_clip_B,sky_p999_B,sig_mean_R,sig_med_R,sig_clip_R,sig_p999_R,sig_mean_G1,sig_med_G1,sig_clip_G1,sig_p999_G1,sig_mean_G2,sig_med_G2,sig_clip_G2,sig_p999_G2,sig_mean_B,sig_med_B,sig_clip_B,sig_p999_B,sky_mode_green,sky_dev,rejected,reject_reason,F_sky_R,F_sky_err_R,F_sky_G1,F_sky_err_G1,F_sky_G2,F_sky_err_G2,F_sky_B,F_sky_err_B,F_sky_green
Light_NGC 7000_30.0s_Bin1_20260906-000548_181deg_0011.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:05:17.603460,181.0,6829,NGC 7000,2026-09-05 22:05:17.603460,A,75.24103121666667,False,0.0,False,74.25707384403037,75.88607788085938,74.0,3.0517578125e-05,250.93000000000757,74.48022727272728,75.95668029785156,75.0,3.0517578125e-05,220.46500000000378,74.5619575699132,75.95843505859375,75.0,1.52587890625e-05,217.46500000000378,70.69472764346052,71.42805480957031,71.0,0.0,160.46500000000378,76.58139419555664,75.0,7.2479248046875e-05,250.85700000001816,76.48419952392578,75.0,6.4849853515625e-05,238.0,76.53595733642578,75.0,6.103515625e-05,240.0,71.96018981933594,71.0,4.9591064453125e-05,175.0,74.52109242132025,-0.4989000062970876,False,,1.6970225895553088,0.18049426666666665,1.7283804739467632,0.17956753333333333,1.739361785627079,0.17918689999999998,1.0546013074243688,0.18059046666666667,1.7338711297869212
Light_NGC 7000_120.0s_Bin1_20260906-000814_181deg_0011.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:06:13.607004,181.0,6829,NGC 7000,2026-09-05 22:06:13.607004,B,76.17442361666667,False,0.0,False,102.59893048128342,109.23844909667969,104.0,0.0001068115234375,764.4650000000038,104.2234375,109.87469482421875,105.0,0.0001068115234375,659.0200000001059,104.25284738041002,109.83207702636719,105.0,0.0001220703125,691.3950000000114,88.14338983050847,91.47785949707031,89.0,4.57763671875e-05,429.72000000003027,111.24605560302734,107.0,0.00020599365234375,825.5710000000545,111.41571044921875,107.0,0.000202178955078125,786.0,111.40781784057617,107.0,0.000217437744140625,780.0,92.82723236083984,90.0,0.000148773193359375,529.8570000000182,104.23814244020501,-0.38632452032282005,False,,1.703141304817024,0.04512356666666666,1.7673238419682247,0.044891883333333334,1.7648950722528975,0.044796724999999996,1.0514158386230943,0.04514761666666667,1.766109457110561
Light_NGC 7000_30.0s_Bin1_20260906-000916_181deg_0011.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:08:45.609361,181.0,6829,NGC 7000,2026-09-05 22:08:45.609361,C,78.70779623333333,False,0.0,False,121.94761904761904,132.16595458984375,125.0,0.0001678466796875,1106.0,126.07142857142857,133.12591552734375,127.0,0.0001983642578125,1082.4150000001173,125.64649681528662,133.1395721435547,127.0,0.00018310546875,943.6250000000946,102.02941176470588,106.9849853515625,103.0,6.103515625e-05,551.6500000000378,134.95709991455078,129.0,0.00029754638671875,1185.5690000003087,135.12701416015625,130.0,0.000270843505859375,1098.5710000000545,135.03565216064453,130.0,0.00028228759765625,1025.8570000000182,108.66774368286133,105.0,0.000209808349609375,693.8570000000182,125.8589626933576,-0.48542635224264774,False,,1.6022756801671176,0.030635866666666667,1.7186062217546096,0.030458533333333333,1.7051650279160124,0.030449633333333333,0.9928812545307238,0.0306611,1.7118856248353111
Light_NGC 7000_120.0s_Bin1_20260906-001124_181deg_0011.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:09:23.601229,181.0,6829,NGC 7000,2026-09-05 22:09:23.601229,D,79.34099403333333,False,0.0,False,284.8333333333333,316.3327331542969,291.0,0.0009613037109375,3961.9950000001627,298.07608695652175,321.73468017578125,300.0,0.000885009765625,3672.7900000000227,297.23417721518985,321.6666259765625,299.0,0.0009307861328125,3725.3200000001816,200.0235602094241,217.59896850585938,204.0,0.0004119873046875,2093.2550000000265,326.6874580383301,309.0,0.0010528564453125,4095.0,328.77634048461914,313.0,0.000965118408203125,3981.9970000003814,328.49718856811523,313.0,0.0009765625,4036.7130000001634,223.19152069091797,213.0,0.000675201416015625,2574.857000000018,297.6551320858558,-0.46342229177340827,False,,1.6481051762322554,0.007658966666666667,1.7394039606663958,0.007614633333333333,1.732486745152563,0.007612408333333333,0.9993724098522683,0.007665275,1.7359453529094795
Light_NGC 7000_30.0s_Bin1_20260906-001236_181deg_0012.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:12:05.608171,181.0,6829,NGC 7000,2026-09-05 22:12:05.608171,A,82.04110973333333,False,0.0,False,73.59390444810543,75.25131225585938,74.0,3.0517578125e-05,244.0,73.93818595982606,75.36248779296875,74.0,3.0517578125e-05,218.93000000000757,73.95020705975153,75.37017822265625,74.0,0.0,224.46500000000378,70.08608354488807,70.90705871582031,70.0,0.0,150.46500000000378,75.92204284667969,74.0,7.62939453125e-05,253.0,75.9033203125,75.0,6.103515625e-05,245.85700000001816,75.93718338012695,75.0,6.4849853515625e-05,247.85700000001816,71.43486785888672,71.0,3.4332275390625e-05,177.85700000001816,73.9441965097888,-0.9128043938122087,False,,1.5773243157620604,0.18049426666666665,1.6310474524243297,0.17956753333333333,1.629744108137791,0.17918689999999998,0.9446859856292563,0.18059046666666667,1.6303957802810602
Light_NGC 7000_120.0s_Bin1_20260906-001514_181deg_0012.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:13:13.609725,181.0,6829,NGC 7000,2026-09-05 22:13:13.609725,B,83.17446896666667,False,0.0,False,101.17957746478874,107.413330078125,102.0,0.0001220703125,793.8100000001286,102.77896995708154,107.94940185546875,104.0,0.0001373291015625,671.0450000000492,102.83650416171224,108.08421325683594,103.0,0.0001220703125,654.3250000000189,86.952216066482,90.09129333496094,87.0,4.57763671875e-05,431.0450000000492,109.71421813964844,105.0,0.00022125244140625,822.5710000000545,109.7857894897461,106.0,0.000194549560546875,771.8560000001453,109.71775817871094,106.0,0.000213623046875,733.4280000000726,91.61213302612305,89.0,0.000156402587890625,470.85700000001816,102.80773705939689,-0.6744907594765953,False,,1.6390950343536919,0.04512356666666666,1.7024789735527426,0.044891883333333334,1.7014475345792783,0.044796724999999996,0.9976371821414367,0.04514761666666667,1.7019632540660106
Light_NGC 7000_30.0s_Bin1_20260906-001614_181deg_0012.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:15:43.619566,181.0,6829,NGC 7000,2026-09-05 22:15:43.619566,C,85.67463298333334,False,0.0,False,122.61111111111111,131.00262451171875,124.0,0.000213623046875,1038.2550000000265,124.8975155279503,132.142578125,126.0,0.000213623046875,942.9300000000076,124.23127753303964,131.81887817382812,126.0,0.000213623046875,1020.510000000053,100.42642140468227,105.91619873046875,102.0,7.62939453125e-05,568.510000000053,134.36214065551758,129.0,0.000286102294921875,1084.4280000000726,134.51774215698242,129.0,0.000286102294921875,1041.9970000003814,134.43607330322266,129.0,0.00026702880859375,1083.2850000000908,108.09501647949219,105.0,0.00019073486328125,683.5700000001816,124.56439653049497,-0.6633013836124619,False,,1.6226023345586522,0.030635866666666667,1.6828505521893922,0.030458533333333333,1.6620721196853288,0.030449633333333333,0.9437318068030038,0.0306611,1.6724613359373603
Light_NGC 7000_120.0s_Bin1_20260906-001856_181deg_0012.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:16:55.624416,181.0,6829,NGC 7000,2026-09-05 22:16:55.624416,D,86.87471381666666,False,0.0,False,288.13529411764705,316.39659118652344,291.0,0.0010986328125,4095.0,297.90983606557376,322.76068115234375,300.0,0.00091552734375,3752.7650000000795,294.3103448275862,322.71868896484375,300.0,0.00091552734375,3905.9300000000076,198.29296875,216.76942443847656,203.0,0.000457763671875,2191.9300000000076,327.00908279418945,309.0,0.001094818115234375,4095.0,329.74062728881836,314.0,0.001056671142578125,4095.0,329.48107147216797,314.0,0.00099945068359375,4087.9980000002543,222.47836685180664,212.0,0.00067138671875,2646.141000000236,296.11009044658,-0.5295373785818671,False,,1.6733947838139547,0.007658966666666667,1.7381380210904867,0.007614633333333333,1.710229339119899,0.007612408333333333,0.9861069504031312,0.007665275,1.7241836801051929
Light_NGC 7000_30.0s_Bin1_20260906-002004_181deg_0013.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:19:33.610569,181.0,6829,NGC 7000,2026-09-05 22:19:33.610569,A,89.50781636666667,False,0.0,False,73.98401400233372,75.58906555175781,74.0,0.0,234.46500000000378,74.54318335971061,75.85342407226562,75.0,1.52587890625e-05,210.86000000001513,74.41860976682798,75.90074157714844,75.0,1.52587890625e-05,226.7900000000227,70.39488409272582,71.23361206054688,71.0,0.0,151.86000000001513,76.4240493774414,75.0,7.62939453125e-05,249.85700000001816,76.51216125488281,75.0,6.866455078125e-05,236.85700000001816,76.5426025390625,75.0,6.866455078125e-05,243.0,71.82085800170898,71.0,4.1961669921875e-05,175.0,74.4808965632693,-0.527739250387165,False,,1.647736853672156,0.18049426666666665,1.7396853431946793,0.17956753333333333,1.7136757371704283,0.17918689999999998,1.0004524206701977,0.18059046666666667,1.7266805401825538
Light_NGC 7000_120.0s_Bin1_20260906-002240_181deg_0013.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:20:39.613897,181.0,6829,NGC 7000,2026-09-05 22:20:39.613897,B,90.60787183333333,False,0.0,False,101.19132653061224,107.78695678710938,102.0,0.0001373291015625,791.3000000000757,103.32451253481894,108.73670959472656,104.0,0.0001068115234375,746.3700000000681,103.19366715758468,108.65670776367188,104.0,0.0001068115234375,678.4650000000038,87.29537037037036,90.43092346191406,88.0,4.57763671875e-05,392.93000000000757,109.96374893188477,105.0,0.000225067138671875,850.0,110.41674041748047,106.0,0.000217437744140625,775.4280000000726,110.43171310424805,106.0,0.000217437744140625,746.2850000000908,91.90350723266602,89.0,0.0001678466796875,508.85700000001816,103.25908984620182,-0.5835622458886001,False,,1.63962519410865,0.04512356666666666,1.7269694073058954,0.044891883333333334,1.7174472670855525,0.044796724999999996,1.0131297811109057,0.04514761666666667,1.722208337195724
Light_NGC 7000_30.0s_Bin1_20260906-002348_181deg_0013.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:23:17.619361,181.0,6829,NGC 7000,2026-09-05 22:23:17.619361,C,93.24129623333333,False,0.0,False,119.82579185520362,129.22003173828125,122.0,0.000152587890625,1028.3950000000114,123.52898550724638,130.4816131591797,124.0,0.00018310546875,1015.3950000000114,122.41428571428571,130.5907745361328,124.0,0.00018310546875,947.3250000000189,100.82534246575342,105.03959655761719,101.0,9.1552734375e-05,584.4650000000038,132.05747604370117,126.0,0.000316619873046875,1154.8570000000182,132.50263214111328,127.0,0.000278472900390625,1083.8570000000182,132.5553741455078,127.0,0.00030517578125,1046.5710000000545,106.7705192565918,103.0,0.00022125244140625,727.0,122.97163561076604,-0.8821487524753404,False,,1.537271665210571,0.030635866666666667,1.6411671349361143,0.030458533333333333,1.6067453850346047,0.030449633333333333,0.9559631653486125,0.0306611,1.6239562599853596
Light_NGC 7000_120.0s_Bin1_20260906-002614_181deg_0013.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:24:13.627652,181.0,6829,NGC 7000,2026-09-05 22:24:13.627652,D,94.17476775,False,0.0,False,273.80434782608694,303.7380065917969,278.0,0.0009765625,3926.735000000299,281.32716049382714,310.4381866455078,288.0,0.00091552734375,3780.6650000003065,282.58045977011494,310.0820007324219,288.0,0.000823974609375,3626.9050000000643,195.0225806451613,209.3843231201172,196.0,0.000457763671875,1945.4850000001097,314.0149040222168,296.0,0.0011138916015625,4095.0,317.3451843261719,301.0,0.000995635986328125,4078.568000000436,316.99288177490234,301.0,0.0009765625,3991.5710000000545,214.95251846313477,204.0,0.0006561279296875,2552.0,281.95381013197107,-1.135309856224556,False,,1.5636345438651056,0.007658966666666667,1.6118670269260127,0.007614633333333333,1.6209366643593626,0.007612408333333333,0.9610385262228138,0.007665275,1.6164018456426876
Light_NGC 7000_30.0s_Bin1_20260906-002702_181deg_0014.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:26:31.623829,181.0,6829,NGC 7000,2026-09-05 22:26:31.623829,A,96.47470403333334,False,0.0,False,73.80008748906387,75.38914489746094,74.0,3.0517578125e-05,243.46500000000378,74.22958006460544,75.67399597167969,74.0,1.52587890625e-05,228.46500000000378,74.24655765920826,75.69941711425781,75.0,1.52587890625e-05,223.0,70.26831550802139,71.06068420410156,70.0,0.0,144.46500000000378,76.2291145324707,75.0,7.62939453125e-05,258.5710000000545,76.37490844726562,75.0,9.1552734375e-05,246.71400000003632,76.39372634887695,75.0,8.392333984375e-05,229.85700000001816,71.68278884887695,71.0,4.9591064453125e-05,176.85700000001816,74.23806886190685,-0.7019603689548384,False,,1.6145391725389568,0.18049426666666665,1.683372373047439,0.17956753333333333,1.682846253367584,0.17918689999999998,0.9775953408930852,0.18059046666666667,1.6831093132075114
Light_NGC 7000_120.0s_Bin1_20260906-002934_181deg_0014.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:27:33.627896,181.0,6829,NGC 7000,2026-09-05 22:27:33.627896,B,97.50810514999999,False,0.0,False,100.15413533834587,106.63670349121094,101.0,0.0001220703125,834.510000000053,102.28913738019169,108.01313781738281,103.0,9.1552734375e-05,712.8600000000151,102.54472271914132,108.0059814453125,103.0,0.0001068115234375,675.8600000000151,86.44407008086253,89.81509399414062,87.0,3.0517578125e-05,445.4650000000038,108.91388702392578,104.0,0.000225067138671875,856.0,109.66397476196289,106.0,0.000240325927734375,778.5710000000545,109.69670486450195,106.0,0.0002288818359375,764.4280000000726,91.27583694458008,88.0,0.000164031982421875,523.4280000000726,102.4169300496665,-0.7532218574855472,False,,1.5928234281983387,0.04512356666666666,1.6804894666581374,0.044891883333333334,1.6883766815363255,0.044796724999999996,0.9746956019719837,0.04514761666666667,1.6844330740972313
Light_NGC 7000_30.0s_Bin1_20260906-003026_181deg_0014.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:29:55.621886,181.0,6829,NGC 7000,2026-09-05 22:29:55.621886,C,99.87467165,False,0.0,False,118.43777777777778,129.07797241210938,122.0,0.0001983642578125,1050.510000000053,123.41503267973856,131.03538513183594,125.0,0.00018310546875,974.695000000087,123.4622641509434,130.9261932373047,125.0,0.0001678466796875,970.7200000000303,99.46363636363637,104.58982849121094,101.0,9.1552734375e-05,584.185000000034,132.0360870361328,126.0,0.000316619873046875,1178.0,133.28021240234375,128.0,0.00030517578125,1069.5680000004359,133.16754150390625,128.0,0.00029754638671875,1098.7130000001634,106.56990814208984,103.0,0.000213623046875,672.0,123.43864841534098,-0.8179806012854606,False,,1.4947486510030965,0.030635866666666667,1.6376962989410397,0.030458533333333333,1.6386559441720714,0.030449633333333333,0.9142117583809913,0.0306611,1.6381761215565556
Light_NGC 7000_120.0s_Bin1_20260906-003252_181deg_0014.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:30:51.633038,181.0,6829,NGC 7000,2026-09-05 22:30:51.633038,D,100.80819085,False,0.0,False,277.61538461538464,307.3139343261719,282.0,0.001129150390625,4095.0,289.164,316.0806121826172,294.0,0.0008392333984375,3580.20500000014,291.3545454545455,315.9180908203125,294.0,0.0009307861328125,3720.1150000000416,192.9731543624161,211.26438903808594,198.0,0.000457763671875,2181.465000000004,317.6029052734375,299.0,0.0010833740234375,4095.0,323.13853454589844,307.0,0.0009918212890625,4040.99300000089,322.8909339904785,307.0,0.0010223388671875,4095.0,217.0013198852539,206.0,0.0006561279296875,2619.4270000001998,290.25927272727273,-0.7799043017631575,False,,1.5928231475997772,0.007658966666666667,1.6715416862577,0.007614633333333333,1.6877285873409025,0.007612408333333333,0.9453291101733441,0.007665275,1.6796351367993012
Light_NGC 7000_30.0s_Bin1_20260906-003350_181deg_0015.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:33:19.637090,181.0,6829,NGC 7000,2026-09-05 22:33:19.637090,A,103.27492505000001,False,0.0,False,73.54129306276546,75.18797302246094,74.0,1.52587890625e-05,230.39500000001135,74.00323444122239,75.42997741699219,74.0,1.52587890625e-05,222.93000000000757,74.0056974459725,75.44651794433594,74.0,0.0,219.0,69.98044551322617,70.77706909179688,70.0,0.0,154.0,75.98357772827148,75.0,7.2479248046875e-05,256.0,76.11138153076172,75.0,7.62939453125e-05,242.0,76.11770629882812,75.0,8.392333984375e-05,232.57100000005448,71.36359405517578,70.0,4.57763671875e-05,175.0,74.00446594359744,-0.8695630003687587,False,,1.567828262346805,0.18049426666666665,1.6427280477757482,0.17956753333333333,1.6396872584245288,0.17918689999999998,0.9256087641936863,0.18059046666666667,1.6412076531001385
Light_NGC 7000_120.0s_Bin1_20260906-003606_181deg_0015.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:34:05.644112,181.0,6829,NGC 7000,2026-09-05 22:34:05.644112,B,104.04170875,False,0.0,False,101.60337078651685,107.9990234375,103.0,0.0001678466796875,732.9300000000076,103.58029197080292,108.97080993652344,104.0,9.1552734375e-05,708.3250000000189,103.80188679245283,109.01568603515625,104.0,0.0001220703125,681.0450000000492,86.92931596091205,90.10099792480469,87.0,4.57763671875e-05,405.97500000005675,110.33002471923828,106.0,0.00022125244140625,818.0,110.86882400512695,107.0,0.000209808349609375,755.8570000000182,110.88228225708008,107.0,0.000202178955078125,702.7140000000363,91.61514282226562,89.0,0.000156402587890625,478.85700000001816,103.69108938162788,-0.49653259463716637,False,,1.6582181005595786,0.04512356666666666,1.7384518279051544,0.044891883333333334,1.7446935148083411,0.044796724999999996,0.9966032969535387,0.04514761666666667,1.7415726713567476
Light_NGC 7000_30.0s_Bin1_20260906-003714_181deg_0015.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:36:43.629610,181.0,6829,NGC 7000,2026-09-05 22:36:43.629610,C,106.67480038333333,False,0.0,False,123.11184210526316,131.1891326904297,125.0,0.0001678466796875,975.3250000000189,125.79113924050633,132.70326232910156,127.0,0.0001373291015625,881.0900000000984,124.41823899371069,132.65318298339844,127.0,0.0001678466796875,909.9750000000568,101.172,105.28501892089844,102.0,4.57763671875e-05,517.8350000000719,134.74507522583008,129.0,0.00031280517578125,1175.5700000001816,135.58080673217773,130.0,0.000270843505859375,1078.4280000000726,135.49038696289062,130.0,0.000270843505859375,1017.7140000000363,107.75355911254883,104.0,0.0001983642578125,717.9990000001271,125.1046891171085,-0.5890644975036454,False,,1.6379426625313618,0.030635866666666667,1.710069019825737,0.030458533333333333,1.6677650276102263,0.030449633333333333,0.9665920666719001,0.0306611,1.6889170237179816
Light_NGC 7000_120.0s_Bin1_20260906-003958_181deg_0015.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:37:57.641151,181.0,6829,NGC 7000,2026-09-05 22:37:57.641151,D,107.90832606666666,False,0.0,False,298.0042016806723,326.6077575683594,305.0,0.000823974609375,3449.760000000242,306.12068965517244,333.06809997558594,314.0,0.0007781982421875,3168.7200000000303,310.34313725490193,333.0335235595703,314.0,0.0006561279296875,3314.250000000189,203.77272727272728,218.8931427001953,208.0,0.0003662109375,1769.0900000000984,338.38321685791016,322.0,0.001026153564453125,4095.0,342.14794540405273,327.0,0.00095367431640625,3978.2790000008536,341.69145584106445,327.0,0.00091552734375,3660.0,225.73170852661133,216.0,0.00060272216796875,2505.56600000069,308.2319134550372,-0.010822956842038205,False,,1.7489804178755795,0.007658966666666667,1.8006606605289646,0.007614633333333333,1.8322775018002007,0.007612408333333333,1.0281108064134297,0.007665275,1.8164690811645827
Light_NGC 7000_30.0s_Bin1_20260906-004110_181deg_0016.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:40:39.638845,181.0,6829,NGC 7000,2026-09-05 22:40:39.638845,A,110.60828763333333,False,0.0,False,74.82573921473582,76.16001892089844,75.0,0.0,223.39500000001135,75.23375959079284,76.37727355957031,75.0,1.52587890625e-05,195.46500000000378,75.23999542648068,76.39053344726562,75.0,0.0,191.93000000000757,70.78346562626126,71.38211059570312,71.0,0.0,144.46500000000378,77.12128448486328,76.0,6.4849853515625e-05,232.85700000001816,77.21378707885742,76.0,6.4849853515625e-05,223.0,77.24927139282227,76.0,8.0108642578125e-05,230.85700000001816,72.0601692199707,71.0,4.1961669921875e-05,169.0,75.23687750863675,0.014652928012524416,False,,1.7996634286195166,0.18049426666666665,1.8636904135887458,0.17956753333333333,1.860857287228049,0.17918689999999998,1.0706265411494125,0.18059046666666667,1.8622738504083975
Light_NGC 7000_120.0s_Bin1_20260906-004350_181deg_0016.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:41:49.639961,181.0,6829,NGC 7000,2026-09-05 22:41:49.639961,B,111.7749729,False,0.0,False,103.78159645232816,109.33790588378906,105.0,7.62939453125e-05,634.3250000000189,105.69521178637201,110.36476135253906,106.0,7.62939453125e-05,587.5800000000454,105.8111726685134,110.31346130371094,106.0,6.103515625e-05,634.3950000000114,87.89529220779221,90.66659545898438,88.0,1.52587890625e-05,356.2550000000265,111.94058609008789,108.0,0.000209808349609375,829.8570000000182,112.47411346435547,109.0,0.000202178955078125,768.5710000000545,112.52214431762695,109.0,0.00020599365234375,703.0,92.51190185546875,90.0,0.000141143798828125,502.0,105.7531922274427,-0.08110601011814189,False,,1.7565074116058597,0.04512356666666666,1.8333945615250369,0.044891883333333334,1.8347029416446103,0.044796724999999996,1.0402148222567893,0.04514761666666667,1.8340487515848236
Light_NGC 7000_30.0s_Bin1_20260906-004446_181deg_0016.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:44:15.640439,181.0,6829,NGC 7000,2026-09-05 22:44:15.640439,C,114.20831419999999,False,0.0,False,126.03435114503817,132.8801727294922,127.0,0.0001678466796875,869.6500000000378,127.1797153024911,134.5727081298828,129.0,0.0001678466796875,851.3250000000189,128.80324909747293,134.56544494628906,129.0,0.0001373291015625,878.0,102.22727272727273,106.47344970703125,103.0,4.57763671875e-05,502.39500000001135,137.09482955932617,131.0,0.000293731689453125,1145.7140000000363,137.9869384765625,133.0,0.000286102294921875,1085.0,137.9079246520996,133.0,0.000278472900390625,1074.7140000000363,109.08525085449219,106.0,0.000202178955078125,655.8570000000182,127.99148219998202,-0.19241546950894525,False,,1.727476259806037,0.030635866666666667,1.752363010095569,0.030458533333333333,1.8012869774327485,0.030449633333333333,0.9989478892900823,0.0306611,1.7768249937641587
Light_NGC 7000_120.0s_Bin1_20260906-004728_181deg_0016.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:45:27.647492,181.0,6829,NGC 7000,2026-09-05 22:45:27.647492,D,115.40843175,False,0.0,False,297.4259259259259,324.2755584716797,301.0,0.000946044921875,3939.465000000004,305.3086956521739,331.44676208496094,312.0,0.00079345703125,3407.3400000002875,305.98623853211006,331.25965881347656,312.0,0.000701904296875,3053.555000000102,202.94,219.2794952392578,207.0,0.0003814697265625,1966.020000000106,336.73052978515625,319.0,0.0009613037109375,3996.5710000000545,340.96680068969727,326.0,0.00098419189453125,3970.1390000004903,340.64098739624023,325.0,0.000995635986328125,4009.5710000000545,226.44549179077148,216.0,0.000640869140625,2705.7140000000363,305.647467092142,-0.12141602520407319,False,,1.7445514231458357,0.007658966666666667,1.7944776239272653,0.007614633333333333,1.7991110096553307,0.007612408333333333,1.0217277228679749,0.007665275,1.7967943167912979
Light_NGC 7000_30.0s_Bin1_20260906-004826_181deg_0017.fit,50,30.0,15,-20.0,-20.0,2026-09-05T22:47:55.650550,181.0,6829,NGC 7000,2026-09-05 22:47:55.650550,A,117.87514938333334,False,0.0,False,74.36752866552818,75.92019653320312,75.0,0.0,240.0,74.86313617606602,76.22547912597656,75.0,1.52587890625e-05,235.0,74.91564216583835,76.28834533691406,75.0,0.0,230.46500000000378,70.62228011032792,71.3681640625,71.0,0.0,152.46500000000378,76.85358047485352,75.0,9.1552734375e-05,254.71400000003632,76.9873275756836,76.0,8.392333984375e-05,241.85700000001816,77.01200103759766,76.0,7.2479248046875e-05,228.85700000001816,72.00517654418945,71.0,3.814697265625e-05,175.85700000001816,74.88938917095219,-0.23465885371976286,False,,1.7169590515613538,0.18049426666666665,1.7971384812106732,0.17956753333333333,1.8027374319486584,0.17918689999999998,1.041517973607103,0.18059046666666667,1.7999379565796658
Light_NGC 7000_120.0s_Bin1_20260906-005054_181deg_0017.fit,50,120.0,15,-20.0,-20.0,2026-09-05T22:48:53.637106,181.0,6829,NGC 7000,2026-09-05 22:48:53.637106,B,118.84159198333333,False,0.0,False,103.15919282511211,109.13307189941406,104.0,9.1552734375e-05,697.0,105.11481481481482,110.43911743164062,106.0,0.000152587890625,645.4650000000038,105.4856938483548,110.45892333984375,106.0,0.0001068115234375,631.185000000034,88.0368484122229,90.91415405273438,88.0,3.0517578125e-05,399.4650000000038,111.8959846496582,107.0,0.000232696533203125,844.142000000109,112.66727066040039,109.0,0.00020599365234375,759.142000000109,112.64151382446289,109.0,0.000213623046875,731.8570000000182,92.67879486083984,90.0,0.000164031982421875,511.7140000000363,105.30025433158481,-0.17235385619786767,False,,1.7284223400396013,0.04512356666666666,1.8073394483908714,0.044891883333333334,1.8201225564446413,0.044796724999999996,1.0466057475112143,0.04514761666666667,1.8137310024177564
Light_NGC 7000_30.0s_Bin1_20260906-005406_181deg_0017.fit,200,30.0,15,-20.0,-19.5,2026-09-05T22:53:35.514747,181.0,6752,NGC 7000,2026-09-05 22:53:35.514747,C,123.53955266666667,False,0.5,False,121.0,129.87576293945312,123.0,0.000152587890625,1068.325000000019,125.94029850746269,132.2820281982422,127.0,0.0001068115234375,1013.510000000053,126.6390977443609,132.2446746826172,127.0,0.0001373291015625,884.8600000000151,100.1843853820598,104.87110900878906,101.0,0.0001068115234375,551.185000000034,133.82991409301758,128.0,0.000255584716796875,1076.8570000000182,135.40608978271484,131.0,0.000255584716796875,1014.5700000001816,135.26021194458008,130.0,0.000225067138671875,969.4280000000726,107.25410842895508,104.0,0.000171661376953125,622.0,126.2896981259118,-0.42624275794241623,False,,1.5732445493734668,0.030635866666666667,1.7146121923303028,0.030458533333333333,1.73538936225265,0.030449633333333333,0.936310716109774,0.0306611,1.7250007772914764
Light_NGC 7000_120.0s_Bin1_20260906-005646_181deg_0017.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:54:45.636608,181.0,6752,NGC 7000,2026-09-05 22:54:45.636608,D,124.70825035,False,0.0,False,279.7169811320755,307.91883850097656,284.0,0.0011444091796875,4095.0,294.56542056074767,318.40882873535156,298.0,0.0009002685546875,3375.74500000073,294.81617647058823,318.2461395263672,297.0,0.0008087158203125,3527.550000000265,194.5,210.11402893066406,198.0,0.000396728515625,2114.2550000000265,321.1538314819336,304.0,0.001010894775390625,4095.0,328.4873695373535,313.0,0.000911712646484375,3743.7120000002906,328.18946838378906,313.0,0.000926971435546875,3798.9960000005085,217.33172988891602,207.0,0.000591278076171875,2367.7130000001634,294.69079851566795,-0.590271411136987,False,,1.6089192052678951,0.007658966666666667,1.7126715233069212,0.007614633333333333,1.7140799361343513,0.007612408333333333,0.957032801867975,0.007665275,1.7133757297206362
